m1_msun,m2_msun,scale_factor,redshift,chirp_mass_msun,total_mass_msun,mass_ratio_q,eta,passes_quality_cut,f_isco_hz,band,in_pta,in_lisa,in_gap,p_orb_isco_rest_days,p_orb_isco_obs_days,in_stripe82,in_ptf,in_lsst,expected_sin_stripe82,expected_saw_stripe82,expected_sin_lsst,expected_saw_lsst
3.222621e+09,1.856583e+09,0.75991297,0.31594017,2.113465e+09,5.079204e+09,0.57610954,0.23191683,1,8.657212e-07,gap,0,0,1,2.673857e+01,3.518636e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
8.372266e+09,2.891042e+09,0.75655543,0.32178021,4.168744e+09,1.126331e+10,0.34531173,0.19079433,1,3.903982e-07,gap,0,0,1,5.929369e+01,7.837323e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
8.162692e+09,2.756758e+09,0.95219360,0.05020660,4.015125e+09,1.091945e+10,0.33772660,0.18872548,1,4.026920e-07,gap,0,0,1,5.748351e+01,6.036957e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.820974e+09,3.697061e+09,0.97501411,0.02562618,4.017926e+09,9.518035e+09,0.63512760,0.23755145,1,4.619834e-07,gap,0,0,1,5.010601e+01,5.139004e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.286181e+05,1.870418e+05,0.59869815,0.67029078,1.798382e+05,4.156600e+05,0.81814071,0.24749876,0,1.057878e-02,lisa,0,1,0,2.188168e-03,3.654877e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
4.886160e+05,3.906297e+05,0.73195542,0.36620342,3.798549e+05,8.792457e+05,0.79946153,0.24689508,0,5.001076e-03,lisa,0,1,0,4.628633e-03,6.323655e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
3.329144e+06,2.936044e+06,0.86196494,0.16014000,2.720635e+06,6.265188e+06,0.88192152,0.24901581,1,7.018424e-04,lisa,0,1,0,3.298198e-02,3.826371e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
5.814217e+07,2.114122e+07,0.30072671,2.32527829,2.978080e+07,7.928339e+07,0.36361246,0.19554956,1,5.546149e-05,gap,0,0,1,4.173734e-01,1.387883e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
3.054144e+05,1.585639e+05,0.66891114,0.49496688,1.895644e+05,4.639782e+05,0.51917624,0.22495647,0,9.477114e-03,lisa,0,1,0,2.442531e-03,3.651503e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
1.694278e+09,1.836617e+08,0.75701344,0.32098051,4.375882e+08,1.877940e+09,0.10840112,0.08823479,1,2.341488e-06,gap,0,0,1,9.886083e+00,1.305932e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.212777e+08,9.364722e+07,0.80204381,0.24681468,9.262071e+07,2.149249e+08,0.77217186,0.24586816,1,2.045912e-05,gap,0,0,1,1.131434e+00,1.410689e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
5.150175e+07,1.916426e+07,0.55815259,0.79162477,2.671445e+07,7.066601e+07,0.37210880,0.19764819,1,6.222475e-05,gap,0,0,1,3.720087e-01,6.665000e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
6.707437e+05,4.060308e+05,0.50695109,0.97257686,4.514861e+05,1.076775e+06,0.60534418,0.23489083,0,4.083654e-03,lisa,0,1,0,5.668489e-03,1.118153e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.846194e+06,4.659245e+05,0.42749980,1.33918240,7.725983e+05,2.312119e+06,0.25237025,0.16090616,1,1.901795e-03,lisa,0,1,0,1.217174e-02,2.847192e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
6.332280e+05,5.303029e+05,0.69047088,0.44828699,5.040747e+05,1.163531e+06,0.83745956,0.24804374,0,3.779165e-03,lisa,0,1,0,6.125202e-03,8.871051e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
1.818301e+09,1.519272e+09,0.94351240,0.05986948,1.445755e+09,3.337573e+09,0.83554500,0.24799320,1,1.317477e-06,gap,0,0,1,1.757006e+01,1.862197e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
8.339486e+07,7.419705e+07,0.92718471,0.07853375,6.845557e+07,1.575919e+08,0.88970762,0.24914839,1,2.790229e-05,gap,0,0,1,8.296147e-01,8.947675e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.738568e+08,6.697649e+07,0.55197615,0.81167248,1.426688e+08,5.408333e+08,0.14134330,0.10850322,1,8.130370e-06,gap,0,0,1,2.847121e+00,5.158051e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
3.021095e+06,3.000590e+06,0.48049860,1.08117153,2.621072e+06,6.021684e+06,0.99321284,0.24999710,1,7.302234e-04,lisa,0,1,0,3.170009e-02,6.597333e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
7.182294e+06,2.319892e+06,0.85215568,0.17349450,3.447258e+06,9.502186e+06,0.32300147,0.18453717,1,4.627540e-04,lisa,0,1,0,5.002257e-02,5.870122e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.057486e+07,4.002484e+06,0.80748601,0.23841154,5.536393e+06,1.457735e+07,0.37849032,0.19918074,1,3.016443e-04,lisa,0,1,0,7.673987e-02,9.503554e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
6.310661e+08,2.047192e+08,0.65373788,0.52966507,3.036135e+08,8.357853e+08,0.32440216,0.18494559,1,5.261129e-06,gap,0,0,1,4.399844e+00,6.730287e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
7.273860e+08,2.478782e+08,0.57232118,0.74727064,3.595651e+08,9.752642e+08,0.34077943,0.18956524,1,4.508701e-06,gap,0,0,1,5.134106e+00,8.970672e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.081602e+06,6.461441e+05,0.38665853,1.58626130,7.230065e+05,1.727746e+06,0.59739522,0.23411917,1,2.545035e-03,lisa,0,1,0,9.095416e-03,2.352312e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
5.101458e+09,1.611191e+09,0.84959701,0.17702862,2.418388e+09,6.712648e+09,0.31582949,0.18241202,1,6.550581e-07,gap,0,0,1,3.533755e+01,4.159331e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.011222e+05,1.822676e+05,0.73222511,0.36570023,2.318462e+05,5.833898e+05,0.45439418,0.21481693,0,7.537285e-03,lisa,0,1,0,3.071152e-03,4.194273e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
3.024199e+09,2.086836e+09,0.56381718,0.77362458,2.179503e+09,5.111036e+09,0.69004592,0.24159113,1,8.603295e-07,gap,0,0,1,2.690614e+01,4.772140e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.176715e+05,2.707907e+05,0.94315158,0.06027495,2.551664e+05,5.884621e+05,0.85242358,0.24841331,0,7.472315e-03,lisa,0,1,0,3.097855e-03,3.284578e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
2.102321e+06,1.520961e+06,0.76177089,0.31273065,1.552637e+06,3.623282e+06,0.72346735,0.24356384,1,1.213589e-03,lisa,0,1,0,1.907413e-02,2.503919e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.707626e+09,1.084155e+09,0.95046721,0.05211415,1.178458e+09,2.791781e+09,0.63489056,0.23753166,1,1.575043e-06,gap,0,0,1,1.469684e+01,1.546275e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
7.896968e+05,1.839644e+05,0.63208872,0.58205639,3.159620e+05,9.736611e+05,0.23295571,0.15324221,0,4.516124e-03,lisa,0,1,0,5.125667e-03,8.109094e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
1.169068e+07,9.755917e+06,0.61823248,0.61751451,9.289514e+06,2.144659e+07,0.83450404,0.24796541,1,2.050290e-04,lisa,0,1,0,1.129018e-01,1.826203e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.775401e+07,2.371002e+06,0.95606750,0.04595125,5.173564e+06,2.012501e+07,0.13354740,0.10393362,1,2.184930e-04,lisa,0,1,0,1.059446e-01,1.108129e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.683817e+06,5.687470e+05,0.97185400,0.02896114,8.283101e+05,2.252564e+06,0.33777250,0.18873818,1,1.952075e-03,lisa,0,1,0,1.185822e-02,1.220165e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
3.558164e+08,5.385389e+07,0.97253712,0.02823838,1.114241e+08,4.096703e+08,0.15135303,0.11417581,1,1.073345e-05,gap,0,0,1,2.156637e+00,2.217537e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.805815e+09,1.265309e+09,0.87322818,0.14517606,1.311785e+09,3.071124e+09,0.70068608,0.24225635,1,1.431780e-06,gap,0,0,1,1.616739e+01,1.851451e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.359803e+09,1.018335e+09,0.62368430,0.60337529,1.326552e+09,3.378138e+09,0.43153397,0.21057736,1,1.301656e-06,gap,0,0,1,1.778361e+01,2.851380e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.972911e+06,3.415613e+06,0.44720951,1.23608843,3.575284e+06,8.388524e+06,0.68684363,0.24138386,1,5.241893e-04,lisa,0,1,0,4.415990e-02,9.874544e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.510783e+07,1.859922e+07,0.56840862,0.75929775,2.474061e+07,6.370705e+07,0.41232786,0.20671483,1,6.902179e-05,gap,0,0,1,3.353745e-01,5.900236e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.745951e+06,8.907259e+05,0.95680824,0.04514150,1.073629e+06,2.636677e+06,0.51016666,0.22369811,1,1.667696e-03,lisa,0,1,0,1.388032e-02,1.450690e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.674875e+06,8.578124e+05,0.55448801,0.80346552,1.032069e+06,2.532688e+06,0.51216491,0.22398117,1,1.736169e-03,lisa,0,1,0,1.333289e-02,2.404540e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
6.401331e+05,9.027323e+04,0.82970220,0.20525172,1.924796e+05,7.304064e+05,0.14102259,0.10831789,0,6.020176e-03,lisa,0,1,0,3.845095e-03,4.634307e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
5.012969e+09,2.442338e+09,0.94610305,0.05696732,3.007789e+09,7.455308e+09,0.48720387,0.22027729,1,5.898046e-07,gap,0,0,1,3.924715e+01,4.148295e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.753874e+09,1.864257e+09,0.97927451,0.02116412,1.965064e+09,4.618132e+09,0.67695793,0.24072287,1,9.521545e-07,gap,0,0,1,2.431134e+01,2.482586e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
7.705371e+08,4.557319e+08,0.96337190,0.03802072,5.123711e+08,1.226269e+09,0.59144702,0.23352398,1,3.585816e-06,gap,0,0,1,6.455476e+00,6.700918e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
3.875320e+07,6.501059e+06,0.68854032,0.45234778,1.287191e+07,4.525426e+07,0.16775539,0.12301915,1,9.716598e-05,gap,0,0,1,2.382331e-01,3.459972e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.838178e+07,1.990273e+07,0.64431605,0.55203335,2.062575e+07,4.828451e+07,0.70125039,0.24229064,1,9.106802e-05,gap,0,0,1,2.541852e-01,3.945040e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.453776e+07,1.683422e+07,0.99134836,0.00872715,2.330016e+07,6.137198e+07,0.37797648,0.19905870,1,7.164792e-05,gap,0,0,1,3.230819e-01,3.259015e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.817703e+07,5.443587e+06,0.45272544,1.20884427,1.274585e+07,5.362062e+07,0.11299132,0.09121401,1,8.200529e-05,gap,0,0,1,2.822763e-01,6.235043e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.488728e+07,3.573484e+06,0.43127118,1.31872668,6.057514e+06,1.846077e+07,0.24003600,0.15610176,1,2.381903e-04,lisa,0,1,0,9.718343e-02,2.253418e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.557998e+05,2.496888e+05,0.97422761,0.02645418,2.910757e+05,7.054887e+05,0.54780369,0.22866158,0,6.232807e-03,lisa,0,1,0,3.713920e-03,3.812169e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
4.249318e+05,1.612028e+05,0.78243638,0.27805919,2.227489e+05,5.861346e+05,0.37936149,0.19938710,0,7.501988e-03,lisa,0,1,0,3.085602e-03,3.943582e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
5.770967e+09,4.183632e+09,0.67541281,0.48057601,4.266546e+09,9.954599e+09,0.72494471,0.24364333,1,4.417230e-07,gap,0,0,1,5.240422e+01,7.758844e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.571306e+07,8.140450e+06,0.39243485,1.54819364,1.220564e+07,3.385351e+07,0.31658813,0.18263952,1,1.298883e-04,lisa,0,1,0,1.782158e-01,4.541284e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.834822e+09,4.641698e+09,0.65926817,0.51683342,4.524590e+09,1.047652e+10,0.79551655,0.24675752,1,4.197171e-07,gap,0,0,1,5.515178e+01,8.365607e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
6.574828e+05,2.352667e+05,0.96095481,0.04063166,3.338266e+05,8.927495e+05,0.35782946,0.19408217,0,4.925430e-03,lisa,0,1,0,4.699722e-03,4.890679e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
5.916744e+07,3.897817e+07,0.72202393,0.38499565,4.162635e+07,9.814560e+07,0.65877734,0.23942112,1,4.480256e-05,gap,0,0,1,5.166702e-01,7.155859e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.092915e+06,8.954193e+05,0.58324004,0.71455994,8.603393e+05,1.988334e+06,0.81929474,0.24753353,1,2.211487e-03,lisa,0,1,0,1.046723e-02,1.794670e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.844688e+06,8.245767e+05,0.68577210,0.45821039,1.056852e+06,2.669265e+06,0.44700052,0.21348662,1,1.647335e-03,lisa,0,1,0,1.405187e-02,2.049059e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.413425e+05,2.008823e+04,0.92030156,0.08660035,4.269052e+04,1.614308e+05,0.14212445,0.10895369,0,2.723876e-02,lisa,0,1,0,8.498237e-04,9.234188e-04,0,0,0,0.0000,0.0000,0.0000,0.0000
3.933386e+05,2.288841e+05,0.93899406,0.06496946,2.593225e+05,6.222227e+05,0.58190097,0.23253616,0,7.066883e-03,lisa,0,1,0,3.275581e-03,3.488394e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
3.839212e+09,3.823348e+09,0.58006172,0.72395449,3.335314e+09,7.662560e+09,0.99586816,0.24999893,1,5.738519e-07,gap,0,0,1,4.033819e+01,6.954120e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.051958e+06,3.938879e+06,0.72564270,0.37808869,3.477796e+06,7.990837e+06,0.97209268,0.24994994,1,5.502771e-04,lisa,0,1,0,4.206635e-02,5.797116e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.098111e+08,3.282472e+07,0.49544183,1.01840043,5.049665e+07,1.426358e+08,0.29891997,0.17716998,1,3.082799e-05,gap,0,0,1,7.508808e-01,1.515578e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.113833e+07,1.649058e+07,0.61575971,0.62401013,1.622855e+07,3.762891e+07,0.78012686,0.24618598,1,1.168563e-04,lisa,0,1,0,1.980907e-01,3.217013e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.005209e+07,4.125946e+06,0.45391785,1.20304183,5.499772e+06,1.417803e+07,0.41045665,0.20632308,1,3.101400e-04,lisa,0,1,0,7.463774e-02,1.644301e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.564891e+07,1.114953e+07,0.67203058,0.48802752,1.875620e+07,5.679844e+07,0.24424523,0.15776626,1,7.741717e-05,gap,0,0,1,2.990054e-01,4.449282e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
8.633656e+05,6.037716e+05,0.70476809,0.41890646,6.265364e+05,1.467137e+06,0.69932323,0.24217314,1,2.997112e-03,lisa,0,1,0,7.723484e-03,1.095890e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
8.770402e+09,4.830578e+09,0.53648572,0.86398253,5.616906e+09,1.360098e+10,0.55078186,0.22902253,1,3.232984e-07,gap,0,0,1,7.159995e+01,1.334611e+02,0,1,1,0.0000,0.0000,0.2300,0.0100
1.234637e+09,7.226424e+08,0.49048281,1.03880743,8.164829e+08,1.957280e+09,0.58530750,0.23289334,1,2.246575e-06,gap,0,0,1,1.030375e+01,2.100737e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.105910e+08,4.312724e+08,0.40571792,1.46476663,4.082229e+08,9.418634e+08,0.84465340,0.24822698,1,4.668591e-06,gap,0,0,1,4.958273e+00,1.222099e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.206970e+07,8.891647e+06,0.39768057,1.51458101,1.195372e+07,3.096135e+07,0.40288931,0.20470994,1,1.420214e-04,lisa,0,1,0,1.629905e-01,4.098529e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.812803e+05,4.071202e+05,0.79802278,0.25309706,4.221612e+05,9.884005e+05,0.70038528,0.24223804,0,4.448778e-03,lisa,0,1,0,5.203259e-03,6.520189e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
4.011708e+09,1.723319e+09,0.45514660,1.19709429,2.249623e+09,5.735026e+09,0.42957232,0.21019580,1,7.667227e-07,gap,0,0,1,3.019103e+01,6.633254e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.092550e+06,7.050713e+05,0.38258391,1.61380566,1.515134e+06,5.797622e+06,0.13845151,0.10682395,1,7.584446e-04,lisa,0,1,0,3.052055e-02,7.977479e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
1.780465e+05,7.837849e+04,0.99921018,0.00079044,1.011687e+05,2.564250e+05,0.44021360,0.21223140,0,1.714800e-02,lisa,0,1,0,1.349904e-03,1.350971e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
5.152505e+06,4.920802e+06,0.48194155,1.07494041,4.383269e+06,1.007331e+07,0.95503102,0.24986773,1,4.365175e-04,lisa,0,1,0,5.302914e-02,1.100323e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
9.381778e+08,5.018653e+08,0.92723382,0.07847662,5.916274e+08,1.440043e+09,0.53493623,0.22704991,1,3.053502e-06,gap,0,0,1,7.580852e+00,8.175772e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.298804e+08,2.563936e+07,0.72643017,0.37659481,4.732748e+07,1.555198e+08,0.19740739,0.13768275,1,2.827405e-05,gap,0,0,1,8.187064e-01,1.127027e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
5.677968e+08,4.082709e+08,0.80054912,0.24914259,4.180121e+08,9.760677e+08,0.71904415,0.24332207,1,4.504989e-06,gap,0,0,1,5.138336e+00,6.418514e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
9.293449e+08,8.987150e+08,0.69264324,0.44374469,7.955752e+08,1.828060e+09,0.96704141,0.24992981,1,2.405378e-06,gap,0,0,1,9.623498e+00,1.389387e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.147554e+06,1.052480e+06,0.42656784,1.34429302,9.565468e+05,2.200034e+06,0.91715072,0.24953312,1,1.998685e-03,lisa,0,1,0,1.158169e-02,2.715087e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.158307e+09,2.556381e+09,0.89293610,0.11990096,2.821760e+09,6.714688e+09,0.61476475,0.23577103,1,6.548591e-07,gap,0,0,1,3.534829e+01,3.958658e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.548631e+07,6.793112e+06,0.87958094,0.13690504,8.782725e+06,2.227942e+07,0.43865267,0.21193802,1,1.973648e-04,lisa,0,1,0,1.172861e-01,1.333431e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.566997e+08,9.756280e+07,0.54477983,0.83560395,1.070422e+08,2.542625e+08,0.62260990,0.23647639,1,1.729384e-05,gap,0,0,1,1.338520e+00,2.456993e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.026937e+05,8.568126e+04,0.83469549,0.19804170,8.159305e+04,1.883750e+05,0.83433796,0.24796095,0,2.334267e-02,lisa,0,1,0,9.916667e-04,1.188058e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
9.264937e+09,8.107873e+09,0.68012818,0.47031108,7.541811e+09,1.737281e+10,0.87511361,0.24889104,1,2.531067e-07,gap,0,0,1,9.145608e+01,1.344689e+02,0,1,1,0.0000,0.0000,0.2300,0.0100
2.537943e+06,2.124156e+06,0.93633440,0.06799451,2.019690e+06,4.662099e+06,0.83695950,0.24803061,1,9.431749e-04,lisa,0,1,0,2.454280e-02,2.621157e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
2.043222e+05,1.041898e+05,0.86197706,0.16012368,1.256117e+05,3.085119e+05,0.50992874,0.22366426,0,1.425285e-02,lisa,0,1,0,1.624107e-03,1.884164e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
1.955736e+07,4.047829e+06,0.32869704,2.04231521,7.320116e+06,2.360519e+07,0.20697219,0.14207494,1,1.862800e-04,lisa,0,1,0,1.242653e-01,3.780543e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.417233e+05,2.704478e+05,0.91549318,0.09230743,2.991048e+05,7.121710e+05,0.61225608,0.23554021,0,6.174324e-03,lisa,0,1,0,3.749098e-03,4.095168e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
5.776085e+05,1.390800e+05,0.97799649,0.02249855,2.354360e+05,7.166885e+05,0.24078595,0.15640024,0,6.135406e-03,lisa,0,1,0,3.772880e-03,3.857764e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
1.450154e+08,2.245744e+07,0.81950934,0.22024234,4.601249e+07,1.674728e+08,0.15486250,0.11611430,1,2.625605e-05,gap,0,0,1,8.816310e-01,1.075804e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
9.218005e+06,5.058851e+06,0.38393947,1.60457722,5.892326e+06,1.427686e+07,0.54880105,0.22878295,1,3.079932e-04,lisa,0,1,0,7.515798e-02,1.957548e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.066888e+09,2.805486e+09,0.86516312,0.15585139,2.930494e+09,6.872375e+09,0.68983611,0.24157765,1,6.398334e-07,gap,0,0,1,3.617840e+01,4.181685e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
3.942598e+06,3.425063e+06,0.75324233,0.32759400,3.197457e+06,7.367661e+06,0.86873258,0.24876644,1,5.968210e-04,lisa,0,1,0,3.878575e-02,5.149172e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.274651e+08,3.439179e+08,0.53717842,0.86157887,3.333951e+08,7.713830e+08,0.80455200,0.24706733,1,5.700378e-06,gap,0,0,1,4.060809e+00,7.559516e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.020678e+07,1.761054e+07,0.91882139,0.08835081,1.641435e+07,3.781732e+07,0.87151646,0.24882172,1,1.162741e-04,lisa,0,1,0,1.990826e-01,2.166717e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.994144e+08,1.563532e+08,0.69589668,0.43699492,1.534916e+08,3.557676e+08,0.78406189,0.24633749,1,1.235968e-05,gap,0,0,1,1.872876e+00,2.691313e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
9.964988e+07,7.303494e+07,0.89704955,0.11476562,7.408898e+07,1.726848e+08,0.73291546,0.24406142,1,2.546359e-05,gap,0,0,1,9.090687e-01,1.013398e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
2.311638e+07,2.522548e+06,0.76907962,0.30025549,5.993432e+06,2.563893e+07,0.10912381,0.08870732,1,1.715038e-04,lisa,0,1,0,1.349716e-01,1.754976e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.627370e+09,3.733715e+09,0.50196127,0.99218556,3.973770e+09,9.361085e+09,0.66349208,0.23976968,1,4.697292e-07,gap,0,0,1,4.927978e+01,9.817446e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.170925e+06,1.077795e+06,0.98251309,0.01779815,1.943141e+06,6.248719e+06,0.20843362,0.14273227,1,7.036922e-04,lisa,0,1,0,3.289528e-02,3.348075e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
7.694449e+05,1.175715e+05,0.69970388,0.42917600,2.422710e+05,8.870164e+05,0.15280042,0.11497841,0,4.957265e-03,lisa,0,1,0,4.669541e-03,6.673595e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
2.457369e+08,5.916629e+07,0.66172867,0.51119340,1.001600e+08,3.049032e+08,0.24077094,0.15639427,1,1.442155e-05,gap,0,0,1,1.605109e+00,2.425630e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
1.698391e+09,1.428284e+09,0.58245674,0.71686570,1.354862e+09,3.126676e+09,0.84096295,0.24813428,1,1.406342e-06,gap,0,0,1,1.645983e+01,2.825932e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.589530e+05,1.223087e+05,0.39544094,1.52882262,1.211751e+05,2.812617e+05,0.76946445,0.24575642,0,1.563375e-02,lisa,0,1,0,1.480652e-03,3.744307e-03,0,0,0,0.0000,0.0000,0.0000,0.0000
1.770775e+07,1.689134e+07,0.78034902,0.28147788,1.505510e+07,3.459909e+07,0.95389516,0.24986080,1,1.270893e-04,lisa,0,1,0,1.821408e-01,2.334094e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
2.900270e+09,2.845393e+09,0.60155944,0.66234612,2.500808e+09,5.745663e+09,0.98107863,0.24997719,1,7.653033e-07,gap,0,0,1,3.024703e+01,5.028103e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
5.598776e+08,5.061045e+08,0.95422876,0.04796674,4.632869e+08,1.065982e+09,0.90395559,0.24936383,1,4.124999e-06,gap,0,0,1,5.611674e+00,5.880848e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
9.099941e+09,1.998651e+09,0.97556802,0.02504385,3.522182e+09,1.109859e+10,0.21963345,0.14765217,1,3.961921e-07,gap,0,0,1,5.842658e+01,5.988980e+01,0,0,0,0.0000,0.0000,0.0000,0.0000
4.540138e+07,4.043195e+07,0.83734860,0.19424574,3.728594e+07,8.583333e+07,0.89054447,0.24916200,1,5.122922e-05,gap,0,0,1,4.518544e-01,5.396252e-01,0,0,0,0.0000,0.0000,0.0000,0.0000
1.995164e+08,1.705413e+08,0.46974633,1.12880852,1.604837e+08,3.700577e+08,0.85477342,0.24846732,1,1.188240e-05,gap,0,0,1,1.948103e+00,4.147139e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
3.253879e+06,2.876355e+06,0.80118578,0.24814997,2.662263e+06,6.130234e+06,0.88397727,0.24905185,1,7.172931e-04,lisa,0,1,0,3.227153e-02,4.027971e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
5.466105e+09,1.292827e+09,0.31429523,2.18172189,2.205746e+09,6.758933e+09,0.23651706,0.15469000,1,6.505724e-07,gap,0,0,1,3.558120e+01,1.132095e+02,0,1,1,0.0000,0.0000,0.2300,0.0100
6.786994e+06,1.392098e+06,0.87848035,0.13832939,2.527362e+06,8.179092e+06,0.20511264,0.14123331,1,5.376116e-04,lisa,0,1,0,4.305738e-02,4.901348e-02,0,0,0,0.0000,0.0000,0.0000,0.0000
4.926671e+08,4.588839e+08,0.64553300,0.54910749,4.138733e+08,9.515510e+08,0.93142799,0.24968488,1,4.621060e-06,gap,0,0,1,5.009272e+00,7.759901e+00,0,0,0,0.0000,0.0000,0.0000,0.0000
